DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,AVG_PRICE_PER_UNIT,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
2018-07-29,16,16468,14583,4,Dorito Corn Chp     Supreme 380g,1,6.5,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-11-20,17,17031,14659,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-07,17,17239,14965,4,Dorito Corn Chp     Supreme 380g,1,6.5,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-06-04,18,18215,15444,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-12-01,18,18297,15548,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-25,18,18317,15572,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-25,18,18349,15616,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-02,19,19036,15911,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-29,19,19050,15963,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-18,19,19070,16026,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-27,19,19078,16058,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-04,19,19078,16059,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-09-08,19,19093,16109,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-11-29,19,19127,16228,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-30,19,19264,16658,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-06-14,20,20361,17347,4,Dorito Corn Chp     Supreme 380g,1,6.5,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-04-09,21,21197,17837,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-04-29,21,21308,18004,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-31,22,22194,18371,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-15,23,23117,19440,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-05-24,23,23128,19503,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-05,23,23129,19507,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-07,23,23152,19646,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-10-25,23,23152,19647,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-02,24,24184,21335,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-02-24,26,26076,22575,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-15,26,26133,22852,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-02-28,26,26133,22854,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-27,26,26216,23227,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-08,26,26252,23388,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-03-09,26,26270,23458,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-08,26,26325,23679,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-03-21,26,26333,23714,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-01-23,26,26379,23921,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-02-17,26,26379,23922,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-05-07,26,26379,23924,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-05-01,27,27094,24068,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-08,28,28123,25258,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-06-14,28,28230,25895,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-28,29,29051,26000,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-08,29,29119,26112,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-17,29,29279,26336,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-26,30,30006,26528,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-06,30,30078,26949,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-17,30,30148,27422,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-16,30,30181,27634,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-16,30,30196,27709,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-06-02,32,32008,28024,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-05,32,32011,28043,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-09,32,32067,28404,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-26,33,33026,29601,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-09,33,33036,29660,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-09,33,33085,29976,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-29,33,33108,30120,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-06,33,33108,30121,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-22,33,33131,30285,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-07-19,33,33133,30298,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-18,33,33160,30470,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-22,33,33160,30475,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-09-02,33,33223,30871,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-22,33,33242,30975,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-09,34,34122,31246,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-12,34,34198,31364,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-10-06,34,34201,31368,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-08-01,34,34250,31435,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-27,34,34326,31529,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-11,36,36019,32111,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-11,36,36022,32117,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-01-18,36,36025,32134,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-07,36,36080,32337,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-09-24,36,36111,32464,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-02-03,36,36119,32496,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-01,36,36199,32778,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-03-05,36,36240,32949,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-04-14,36,36240,32951,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-13,36,36251,32995,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-07,36,36276,33083,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-04,36,36297,33170,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-25,36,36315,33247,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-09-23,36,36315,33248,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-12,36,36318,33261,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-22,36,36318,33262,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-24,37,37146,33667,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-05,37,37262,33837,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-10-11,39,39054,34942,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-09,39,39116,35315,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-07,39,39126,35391,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-15,39,39186,35769,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-20,39,39230,36052,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-09,40,40012,36156,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-14,40,40128,36710,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-07-04,40,40187,36961,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-09,40,40260,37289,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-07-08,40,40345,37704,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-16,40,40345,37706,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-04-15,40,40345,37707,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-18,40,40384,37892,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-16,40,40386,37901,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-09,41,41027,37942,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-05-29,41,41348,38292,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-08-08,43,43037,38830,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-08,43,43046,38894,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-01-16,43,43159,39688,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-11,45,45037,40628,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-08-30,45,45191,41501,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-16,46,46430,42281,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-05-25,48,48211,44364,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-05-30,48,48211,44365,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-18,49,49006,44573,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-23,49,49018,44623,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-01,49,49018,44625,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-02-13,49,49068,44817,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-17,49,49096,44923,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-05-03,49,49157,45166,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-23,49,49177,45255,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-09-22,49,49219,45447,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-01-04,49,49308,45809,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-01-18,49,49308,45811,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-11,49,49347,45946,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-30,49,49374,46056,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-31,50,50166,46307,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-27,51,51459,47144,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-18,53,53256,47533,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-03,53,53360,47648,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-11-12,54,54025,47853,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-12,54,54025,47854,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-09-13,55,55146,49343,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-30,55,55146,49345,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-02,56,56039,50220,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-06-16,56,56144,50784,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-09,56,56187,50997,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-11-05,56,56202,51079,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-03,57,57141,52063,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-26,58,58060,53097,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-24,58,58075,53161,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-30,58,58109,53304,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-30,58,58136,53414,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-06-22,58,58136,53416,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-16,58,58166,53544,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-15,58,58168,53549,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-20,58,58168,53553,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-28,58,58291,54093,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-26,58,58291,54094,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-23,59,59004,54624,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-11-23,59,59036,54750,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-26,59,59062,54864,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-02,59,59085,54959,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-11,59,59102,55036,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-08-03,59,59203,55436,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-10-01,59,59278,55725,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-08-05,59,59329,55931,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-16,60,60170,56865,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-05-11,60,60209,57040,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-11-17,60,60245,57199,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-09-22,60,60265,57284,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-05-21,60,60292,57401,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-29,62,62060,58145,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-08,62,62060,58146,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-01-22,62,62250,59264,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-12-06,63,63143,60291,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-08-29,63,63169,60471,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-04-07,64,64037,61164,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-04-25,64,64148,61341,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-12,64,64227,61469,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-10-06,65,65025,61780,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-28,65,65025,61783,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2019-03-10,65,65043,61858,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-01-21,65,65048,61878,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2019-03-04,65,65051,61888,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
2018-07-17,65,65072,61971,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-07-16,65,65088,62029,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER SINGLES/COUPLES,Premium
2018-08-08,65,65228,62615,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER SINGLES/COUPLES,Premium
